LTU014PIAEVA920', 
734716.5,-15.9
734718.5,-15.91
734718.9583,-15.92
734719.5,-15.91
734719.9583,-15.95
734720.5,-15.93
734720.9583,-15.98
734721.5,-15.95
734721.9583,-15.99
734722.5,-15.99
734722.9583,-16
734723.5,-15.98
734723.9583,-16.02
734724.5,-15.99
734724.9583,-16.02
734725.9583,-16.06
734726.5,-16.06
734726.9583,-16.07
734727.5,-16.06
734727.9583,-16.09
734728.5,-16.07
734728.9583,-16.07
734729.5,-16.06
734729.9583,-16.09
734730.5,-16.06
734730.9583,-16.09
734731.5,-16.08
734731.9583,-16.1
734732.5,-16.05
734732.9583,-16.09
734733.5,-16.06
734733.9583,-16.08
734734.5,-16.04
734734.9583,-16.08
734735.9583,-16.08
734736.5,-16.08
734736.9583,-16.08
734738.5,-16.07
734738.9583,-16.08
734739.5,-16.07
734739.9583,-16.08
734740.9583,-16.1
734741.5,-16.07
734741.9583,-16.1
734742.5,-16.07
734742.9583,-16.1
734743.5,-16.08
734743.9583,-16.09
734744.9583,-16.08
734745.5,-16.07
734745.9583,-16.08
734746.5,-16.05
734746.9583,-16.08
734747.5833,-16.04
734747.9583,-16.07
734748.5,-16.05
734748.9583,-16.07
734749.5,-16.04
734749.9583,-16.07
734750.5,-16.07
734750.9583,-16.06
734751.5,-16.07
734751.9583,-16.07
734752.9583,-16.05
734753.5833,-16.04
734753.9583,-16.04
734754.5,-16.01
734754.9583,-16.03
734755.5,-15.99
734755.9583,-16.02
734756.5,-16
734756.9583,-16.01
734757.5,-15.99
734757.5417,-15.99
734757.9583,-16
734758.5,-16
734758.9583,-16
734759.5,-16
734760,-16
734760.5,-16
734761,-15.98
734761.5,-15.98
734762,-15.99
734762.5,-15.95
734763,-15.97
734763.5,-15.91
734764,-15.94
734764.5,-15.9
734765,-15.93
734765.5,-15.89
734766,-15.92
734766.5,-15.9
734767,-15.91
734767.5,-15.86
734768,-15.89
734768.5,-15.88
734769,-15.89
734769.5,-15.85
734770,-15.87
734770.5,-15.84
734771,-15.88
734771.5,-15.86
734772,-15.92
734772.5,-15.89
734773,-15.89
734773.5,-15.86
734774,-15.89
734774.5,-15.81
734775,-15.8
734775.5,-15.79
734776,-15.82
734776.5,-15.82
734777,-15.81
734777.5,-15.76
734778,-15.76
734778.5,-15.75
734779,-15.76
734779.5,-15.75
734780,-15.76
734780.5,-15.75
734781,-15.74
734781.5,-15.69
734782,-15.72
734782.5,-15.65
734783,-15.69
734783.5,-15.63
734784,-15.64
734784.5,-15.6
734785,-15.63
734785.5,-15.58
734786,-15.62
734786.5,-15.59
734787,-15.61
734787.5,-15.57
734788,-15.6
734788.5,-15.57
734789,-15.57
734789.5,-15.56
734790,-15.57
734791.5,-15.58
734792,-15.57
734792.5,-15.55
734793,-15.55
734793.5,-15.54
734794,-15.52
734794.5,-15.51
734795,-15.51
734795.5,-15.47
734796,-15.47
734796.5,-15.46
734797,-15.44
734797.5,-15.43
734798,-15.43
734798.5,-15.4
734799,-15.4
734799.5,-15.38
734800,-15.38
734802,-15.3
734802.5,-15.26
734803,-15.25
734803.5,-15.21
734804,-15.19
734804.5,-15.17
734805,-15.17
734808.5417,-14.98
734809.5,-14.95
734810,-14.95
734810.5,-14.94
734811,-14.93
734811.5,-14.89
734812,-14.9
734812.5,-14.84
734813,-14.85
734813.5,-14.8
734814,-14.8
734814.5,-14.79
734815,-14.81
734815.5,-14.76
734816,-14.78
734816.5,-14.79
734817,-14.79
734817.5,-14.78
734818,-14.78
734818.5,-14.74
734819,-14.73
734819.5,-14.7
734820,-14.69
734820.5,-14.67
734821,-14.67
734821.5,-14.67
734822,-14.69
734822.5,-14.69
734823,-14.67
734823.5,-14.66
734824,-14.64
734824.5,-14.61
734825,-14.61
734825.5,-14.56
734826,-14.56
734826.5,-14.52
734827,-14.52
734827.5,-14.51
734828,-14.5
734828.5,-14.44
734829,-14.45
734829.5,-14.41
734830,-14.4
734830.5,-14.38
734831,-14.35
734831.5,-14.35
734832,-14.32
734832.5,-14.33
734833,-14.32
734833.5,-14.32
734834,-14.32
734834.5,-14.3
734835,-14.31
734835.5,-14.32
734836,-14.31
734836.5,-14.3
734837,-14.28
734837.5,-14.27
734838,-14.28
734838.5,-14.25
734839,-14.23
734839.5,-14.21
734840,-14.2
734840.5,-14.18
734841,-14.15
734841.5,-14.14
734842,-14.13
734842.5,-14.14
734843,-14.12
734843.5,-14.12
734844,-14.1
734844.5,-14.1
734845.5,-14.09
734846,-14.09
734846.5,-14.09
734847,-14.07
734847.5,-14.05
734848,-14.04
734848.5,-14.07
734849,-14.04
734849.5,-14.03
734850,-14
734850.5,-13.99
734851,-13.98
734851.5,-13.98
734852,-13.98
734852.5,-13.99
734853,-13.96
734853.5,-13.96
734854,-13.97
734854.5,-13.94
734855,-13.93
734859,-13.87
734859.5,-13.87
734860,-13.86
734860.5,-13.82
734861,-13.81
734861.5,-13.81
734862,-13.83
734862.5,-13.81
734863,-13.81
734863.5,-13.81
734864,-13.82
734864.5,-13.82
734865,-13.82
734865.5,-13.84
734866,-13.83
734866.5,-13.8
734867,-13.81
734867.5,-13.78
734868,-13.78
734868.5,-13.78
734869,-13.78
734869.5,-13.78
734870,-13.76
734870.5,-13.78
734871,-13.81
734871.5,-13.79
734872,-13.8
734872.5,-13.78
734873,-13.76
734873.5,-13.77
734874,-13.8
734874.5,-13.8
734875,-13.8
734875.5,-13.81
734876,-13.82
734876.5,-13.8
734877,-13.84
734877.5,-13.83
734878,-13.83
734878.5,-13.82
734879,-13.86
734879.5,-13.85
734880,-13.84
734880.5,-13.84
734881,-13.84
734881.5,-13.85
734882,-13.88
734882.5,-13.86
734883,-13.89
734883.5,-13.87
734884,-13.91
734884.5,-13.88
734885,-13.89
734885.5,-13.88
734886,-13.88
734886.5,-13.87
734887,-13.89
734887.5,-13.88
734888,-13.88
734888.5,-13.87
734889,-13.9
734889.5,-13.9
734890,-13.91
734890.5,-13.88
734891,-13.9
734891.5,-13.89
734891.625,-13.89
734892,-13.89
734892.5,-13.9
734893,-13.92
734893.5,-13.92
734894,-13.93
734894.5,-13.92
734895,-13.93
734895.5,-13.92
734896,-13.93
734896.5,-13.92
734897,-13.93
734897.5,-13.94
734898,-13.94
734898.5,-13.94
734899,-13.95
734899.5,-13.94
734900,-13.92
734900.5,-13.91
734901,-13.92
734901.5,-13.91
734902,-13.93
734902.5,-13.92
734903,-13.9
734903.5,-13.9
734904,-13.91
734904.5,-13.9
734905,-13.89
734905.5,-13.88
734906,-13.88
734906.5,-13.87
734907,-13.89
734907.5,-13.85
734908,-13.85
734908.5,-13.84
734909,-13.83
734909.5,-13.83
734910,-13.86
734910.5,-13.82
734911,-13.84
734911.5,-13.8
734912,-13.81
734912.5,-13.78
734913,-13.82
734913.5,-13.78
734914,-13.79
734914.5,-13.78
734915,-13.79
734915.5,-13.79
734916,-13.81
734916.5,-13.8
734917,-13.82
734917.5,-13.84
734918,-13.85
734918.5,-13.84
734919,-13.86
734919.5,-13.86
734920,-13.86
734920.5,-13.94
734921,-13.95
734921.5,-13.95
734922,-13.96
734922.6667,-13.96
734923,-13.97
734923.5,-13.96
734924,-13.97
734924.5,-13.97
734925,-13.99
734925.5,-13.97
734926,-13.98
734926.5,-13.97
734927,-13.98
734927.5,-13.96
734928,-13.98
734928.5,-13.97
734928.5417,-13.97
734929,-13.98
734929.5,-13.98
734930,-13.97
734930.5,-13.98
734931,-13.97
734931.5,-13.97
734932,-13.98
734932.5,-13.98
734933,-13.98
734933.5,-13.97
734933.5833,-13.97
734934,-14
734934.5833,-13.98
734935,-13.99
734935.5,-13.98
734936,-14.01
734936.5,-14.04
734937,-14.04
734937.5,-14.04
734938,-14.04
734938.5,-14.04
734939,-14.07
734939.5,-14.07
734940,-14.08
734940.5,-14.1
734941,-14.13
734941.5,-14.14
734942,-14.15
734942.5,-14.16
734943,-14.16
734943.5,-14.17
734944,-14.19
734944.5,-14.2
734945,-14.22
734945.5,-14.23
734946,-14.26
734946.5,-14.27
734947,-14.32
734947.5,-14.31
734948,-14.33
734948.5,-14.31
734949,-14.38
734949.5,-14.38
734950,-14.44
734950.5,-14.41
734951,-14.43
734951.5,-14.4
734952,-14.43
734952.5,-14.4
734953,-14.43
734953.5,-14.41
734954,-14.41
734954.5,-14.39
734955,-14.39
734955.5,-14.38
734956,-14.39
734956.5,-14.38
734957,-14.37
734957.5,-14.37
734958,-14.37
734958.5,-14.39
734959,-14.4
734959.5,-14.39
734960,-14.4
734960.5,-14.4
734961,-14.42
734961.5,-14.39
734962,-14.42
734962.5,-14.4
734963,-14.45
734963.5,-14.45
734964,-14.46
734965,-14.46
734965.5,-14.46
734966,-14.49
734966.5,-14.49
734967,-14.51
734967.5,-14.5
734968,-14.55
734968.5,-14.54
734969,-14.55
734969.5,-14.54
734970,-14.54
734970.5,-14.51
734971,-14.52
734971.5,-14.5
734972,-14.55
734972.5,-14.51
734973,-14.56
734973.5,-14.54
734974,-14.59
734974.5,-14.58
734975,-14.63
734975.5,-14.65
734976,-14.74
734976.5,-14.68
734977,-14.64
734977.5,-14.56
734978,-14.6
734978.5,-14.56
734979,-14.6
734979.5,-14.58
734980,-14.55
734980.5,-14.52
734981,-14.49
734981.5,-14.46
734982,-14.48
734982.5,-14.47
734983,-14.45
734983.5,-14.47
734984,-14.47
734985,-14.48
734986,-14.49
734986.5,-14.48
734987,-14.46
734987.5,-14.44
734988,-14.48
734988.5,-14.44
734989,-14.49
734989.5,-14.47
734990,-14.54
734990.5,-14.54
734991,-14.56
734991.5,-14.58
734992,-14.69
734992.5,-14.67
734993,-14.73
734993.5,-14.74
734994,-14.74
734994.5,-14.7
734995,-14.79
734995.5,-14.74
734996,-14.86
734996.5,-14.81
734997,-14.93
734997.5,-14.91
734998,-14.91
734998.5,-14.92
734999,-14.96
734999.5,-14.95
735000,-14.92
735000.5,-14.91
735001,-14.97
735001.5,-14.93
735002,-15.01
735002.5,-15.01
735003,-15.12
735003.5,-15.1
735004,-15.23
735004.5,-15.22
735005,-15.31
735005.5,-15.33
735006,-15.34
735006.5,-15.3
735007,-15.3
735007.5,-15.27
735008,-15.33
735008.5,-15.35
735009,-15.44
735009.5,-15.45
735010,-15.62
735010.5,-15.62
735011,-15.78
735011.5,-15.74
735012,-15.7
735012.5,-15.66
735013,-15.76
735013.5,-15.75
735014,-15.84
735014.5,-15.86
735015,-15.91
735015.5,-15.87
735016,-15.91
735016.5,-15.86
735017,-15.89
735017.5,-15.89
735018,-15.88
735018.5,-15.88
735019,-15.92
735019.5,-15.92
735020,-15.96
735020.5,-15.93
735021,-15.95
735021.5,-15.94
735022,-15.98
735022.5,-15.98
735023,-15.98
735023.5,-15.98
735024,-15.98
735024.5,-15.96
735025,-15.99
735025.5,-15.98
735026,-16
735026.5,-16
735027,-16.03
735027.5,-16.03
735028,-16.04
735028.5,-16.03
735029,-16.06
735029.5,-16.04
735030,-16.1
735030.5,-16.07
735031,-16.13
735031.5,-16.13
735032,-16.23
735032.5,-16.25
735033,-16.26
735033.5,-16.25
735034,-16.27
735035,-16.31
735035.5,-16.31
735036,-16.38
735036.5,-16.36
735037,-16.43
735037.5,-16.43
735038,-16.51
735038.5,-16.51
735039,-16.59
735039.5,-16.54
735040,-16.56
735040.5,-16.6
735041,-16.67
735041.5,-16.68
735042.5,-16.77
735043,-16.85
735043.5,-16.84
735044,-16.88
735044.5,-16.88
735045,-16.89
735045.5,-16.88
735046,-16.9
735046.5,-16.88
735047,-16.89
735047.5,-16.89
735048,-16.9
735048.5,-16.9
735049,-16.94
735049.5,-16.94
735050,-16.97
735050.5,-16.97
735051,-17
735051.5,-16.98
735052,-17.02
735052.5,-17.01
735053,-17.02
735053.5,-17.02
735054,-17.05
735054.5,-17.03
735055,-17.05
735055.5,-17.06
735056,-17.09
735056.5,-17.07
735057,-17.1
735057.5,-17.09
735058,-17.14
735058.5,-17.13
735059,-17.15
735059.5,-17.14
735060,-17.16
735060.5,-17.15
735061,-17.19
735061.5,-17.17
735062,-17.21
735062.5,-17.2
735063,-17.26
735063.5,-17.24
735064,-17.3
735064.5,-17.29
735065,-17.37
735065.5,-17.36
735066,-17.39
735066.5,-17.38
735067,-17.38
735067.5,-17.36
735068,-17.35
735068.5,-17.33
735069,-17.33
735069.5,-17.32
735070,-17.33
735070.5,-17.31
735071,-17.34
735071.5,-17.33
735072,-17.34
735072.5,-17.34
735073,-17.37
735073.5,-17.36
735074,-17.39
735074.5,-17.39
735075,-17.38
735075.5,-17.37
735076,-17.39
735076.5,-17.38
735077,-17.41
735077.5,-17.38
735078,-17.41
735078.5,-17.38
735079,-17.42
735079.5,-17.4
735080,-17.45
735080.5,-17.43
735081,-17.47
735081.5,-17.45
735082,-17.51
735082.5,-17.49
735083,-17.5
735083.5,-17.51
735084,-17.55
735084.5,-17.53
735085,-17.56
735085.5,-17.54
735086,-17.57
735086.5,-17.57
735087,-17.58
735087.5,-17.57
735088,-17.58
735088.5,-17.56
735089,-17.6
735089.5,-17.56
735090,-17.57
735090.5,-17.55
735091,-17.56
735091.5,-17.56
735092,-17.56
735092.5,-17.54
735093,-17.54
735093.5,-17.53
735094,-17.53
735094.5,-17.53
735095,-17.55
735095.5,-17.54
735096,-17.55
735096.5,-17.53
735097,-17.54
735097.5,-17.53
735098,-17.56
735098.5,-17.55
735099,-17.56
735099.5,-17.54
735100,-17.56
735100.5,-17.53
735101,-17.54
735102,-17.54
735103,-17.51
735103.5,-17.48
735104,-17.48
735104.5,-17.49
735105,-17.52
735105.5,-17.49
735106,-17.51
735106.5,-17.49
735107,-17.51
735107.5,-17.5
735108,-17.53
735108.5,-17.51
735109,-17.51
735109.5,-17.5
735110,-17.51
735110.5,-17.49
735111,-17.51
735111.5,-17.49
735112,-17.51
735112.5,-17.5
735113,-17.51
735113.5,-17.48
735114,-17.5
735114.5,-17.47
735115,-17.5
735115.5,-17.47
735116,-17.48
735116.5,-17.48
735117,-17.48
735117.5,-17.46
735118,-17.47
735118.5,-17.47
735119,-17.47
735119.5,-17.42
735120,-17.43
735120.5,-17.43
735121,-17.43
735121.5,-17.41
735122,-17.41
735122.5,-17.38
735123,-17.37
735123.5,-17.42
735124,-17.43
735124.5,-17.4
735125,-17.41
735125.2917,-17.41
735133,-17.27
735133.5,-17.26
735134,-17.26
735134.5,-17.22
735135,-17.22
735135.5,-17.21
735136,-17.21
735138,-17.14
735138.5,-17.11
735157.5,-16.52
735158,-16.52
735158.5,-16.51
735159,-16.49
735159.5,-16.43
735160,-16.39
735161,-16.32
735161.5,-16.31
735162,-16.31
735162.5,-16.31
735163,-16.31
735163.5,-16.3
735164,-16.26
735164.5,-16.25
735165,-16.25
735165.5,-16.22
735166,-16.24
735166.5,-16.22
735167,-16.23
735167.5,-16.22
735168,-16.22
735168.5,-16.17
735169,-16.2
735169.5,-16.19
735170,-16.21
735170.5,-16.2
735171,-16.18
735171.5,-16.18
735172,-16.2
735172.5,-16.21
735173,-16.23
735173.5,-16.24
735174,-16.25
735174.5,-16.23
735175,-16.21
735175.5,-16.22
735176,-16.21
735176.5,-16.19
735177,-16.18
735177.5,-16.18
735178,-16.17
735178.5,-16.17
735179,-16.15
735179.5,-16.12
735180,-16.1
735180.5,-16.04
735181,-16.05
735181.5,-15.99
735182,-15.97
735182.5,-15.96
735183,-15.94
735183.5,-15.9
735184,-15.88
735184.5,-15.87
735185,-15.86
735185.5,-15.82
735186,-15.78
735186.5,-15.8
735187,-15.81
735187.5,-15.78
735188,-15.78
735188.5,-15.77
735189,-15.77
735189.5,-15.76
735190,-15.75
735190.5,-15.71
735191,-15.71
735191.5,-15.7
735192,-15.66
735192.5,-15.63
735193,-15.61
735193.5,-15.58
735194,-15.58
735194.5,-15.55
735195,-15.53
735195.5,-15.52
735196,-15.52
735196.5,-15.51
735197,-15.51
735197.5,-15.52
735198,-15.52
735198.5,-15.52
735199,-15.53
735199.5,-15.52
735200,-15.53
735200.5,-15.54
735201,-15.52
735201.5,-15.52
735202,-15.5
735202.5,-15.49
735203,-15.49
735203.5,-15.49
735204,-15.5
735204.5,-15.49
735205,-15.46
735205.5,-15.43
735206,-15.4
735206.5,-15.36
735207,-15.34
735207.5,-15.31
735208,-15.3
735208.5,-15.29
735209,-15.28
735209.5,-15.27
735210,-15.27
735210.5,-15.26
735211,-15.25
735211.5,-15.24
735212,-15.23
735212.5,-15.23
735213,-15.21
735213.5,-15.2
735214,-15.2
735214.5,-15.18
735215,-15.14
735215.5,-15.13
735216,-15.11
735216.5,-15.1
735217,-15.11
735217.5,-15.11
735218,-15.07
735218.5,-15.05
735219,-15.05
735219.5,-15.04
735220,-15.04
735220.5,-15.04
735221,-15.04
735221.5,-15.05
735222,-15.05
735222.5,-15.05
735223,-15.06
735223.5,-15.07
735224,-15.05
735224.5,-15.05
735225,-15.05
735225.5,-15.07
735226,-15.05
735226.5,-15.05
735227,-15.04
735227.5,-15.03
735228,-15.01
735228.5,-15.01
735229,-15.01
735229.5,-14.99
735230,-14.99
735230.5,-14.98
735231,-14.98
735231.5,-14.97
735232,-14.96
735232.5,-14.96
735233,-14.96
735233.5,-14.93
735234,-14.93
735234.5,-14.93
735235,-14.94
735235.5,-14.93
735236,-14.93
735236.5,-14.93
735237,-14.95
735237.5,-14.95
735238,-14.97
735238.5,-14.97
735239,-14.97
735239.5,-14.95
735240,-14.97
735240.5,-14.97
735241,-14.97
735241.5,-14.96
735242,-14.97
735242.5,-14.97
735243,-14.97
735243.5,-14.97
735244,-14.97
735244.5,-14.97
735245,-14.98
735245.5,-15
735246,-15
735246.5,-15.01
735247,-15.03
735247.5,-15.04
735248,-15.05
735248.5,-15.07
735249,-15.07
735249.5,-15.06
735250,-15.06
735250.5,-15.06
735251,-15.04
735251.5,-15.03
735252,-15.05
735252.5,-15.05
735253,-15.06
735253.5,-15.06
735254,-15.06
735254.5,-15.05
735255,-15.07
735255.5,-15.05
735256,-15.07
735256.5,-15.08
735257,-15.1
735257.5,-15.13
735258,-15.13
735258.5,-15.16
735259,-15.17
735259.5,-15.17
735260,-15.18
735260.5,-15.18
735261,-15.19
735261.5,-15.2
735262,-15.2
735262.5,-15.22
735263,-15.21
735263.5,-15.22
735264,-15.2
735264.5,-15.2
735265,-15.2
735265.5,-15.22
735266,-15.19
735266.5,-15.19
735267,-15.21
735267.5,-15.23
735268,-15.22
735268.5,-15.22
735269,-15.24
735269.5,-15.22
735270,-15.22
735270.5,-15.23
735271,-15.24
735271.5,-15.24
735272,-15.24
735272.5,-15.23
735273,-15.26
735273.5,-15.27
735274,-15.28
735274.5,-15.27
735275,-15.29
735275.5,-15.29
735276,-15.3
735276.5,-15.33
735277,-15.3
735277.5,-15.3
735278,-15.31
735278.5,-15.3
735279,-15.29
735279.5,-15.3
735280,-15.28
735280.5,-15.3
735281,-15.29
735281.5,-15.3
735282,-15.29
735282.5,-15.28
735283,-15.3
735283.5,-15.3
735284,-15.3
735284.5,-15.32
735285,-15.31
735285.5,-15.31
735286,-15.3
735286.5,-15.29
735287,-15.28
735287.5,-15.26
735288,-15.27
735288.5,-15.27
735289,-15.29
735289.5,-15.27
735290,-15.28
735290.5,-15.28
735291,-15.28
735291.5,-15.28
735292,-15.28
735292.5,-15.27
735293,-15.28
735293.5,-15.28
735294,-15.28
735294.5,-15.27
735295,-15.28
735295.5,-15.28
735296,-15.31
735296.5,-15.31
735297,-15.3
735297.5,-15.31
735298,-15.31
735298.5,-15.31
735299,-15.33
735299.5,-15.33
735300,-15.33
735300.5,-15.33
735301,-15.34
735301.5,-15.34
735302,-15.36
735302.5,-15.36
735303,-15.39
735303.5,-15.39
735304,-15.4
735304.5,-15.41
735305,-15.43
735305.5,-15.44
735306,-15.44
735306.5,-15.45
735307,-15.45
735307.5,-15.45
735308,-15.45
735308.5,-15.46
735309,-15.45
735309.5,-15.43
735310,-15.44
735310.5,-15.42
735311,-15.41
735311.5,-15.41
735312,-15.42
735312.5,-15.42
735313,-15.43
735313.5,-15.43
735314,-15.43
735314.5,-15.42
735315,-15.43
735315.5,-15.42
735316,-15.43
735316.5,-15.43
735317,-15.44
735317.5,-15.44
735318,-15.46
735318.5,-15.47
735319,-15.49
735319.5,-15.48
735320,-15.51
735320.5,-15.51
735321,-15.53
735321.5,-15.53
735322,-15.54
735322.5,-15.54
735323,-15.57
735323.5,-15.54
735324,-15.58
735324.5,-15.56
735325,-15.6
735325.5,-15.62
735326,-15.62
735326.5,-15.59
735327,-15.58
735327.5,-15.56
735328,-15.56
735328.5,-15.56
735329,-15.57
735329.5,-15.58
735330,-15.58
735330.5,-15.58
735331,-15.61
735331.5,-15.6
735332,-15.62
735332.5,-15.62
735333,-15.64
735333.5,-15.64
735334,-15.68
735334.5,-15.68
735335,-15.69
735335.5,-15.66
735336,-15.69
735336.5,-15.68
735337,-15.68
735337.5,-15.69
735338,-15.69
735338.5,-15.71
735339,-15.73
735339.5,-15.73
735340,-15.75
735340.5,-15.75
735341,-15.81
735341.5,-15.8
735342,-15.84
735342.5,-15.84
735343,-15.84
735343.5,-15.86
735344,-15.89
735344.5,-15.89
735345,-15.87
735345.5,-15.85
735346,-15.86
735346.5,-15.85
735347,-15.88
735347.5,-15.86
735348,-15.89
735348.5,-15.89
735349,-15.94
735349.5,-15.92
735350,-15.96
735350.5,-15.95
735351,-15.97
735351.5,-15.98
735352,-16
735352.5,-16
735353,-16.07
735353.5,-16.07
735354,-16.14
735354.5,-16.15
735355,-16.19
735355.5,-16.19
735356,-16.3
735356.5,-16.3
735357,-16.39
735357.5,-16.35
735358,-16.46
735358.5,-16.41
735359,-16.52
735359.5,-16.49
735360,-16.59
735360.5,-16.57
735361,-16.71
735361.5,-16.67
735362,-16.79
735362.5,-16.75
735363,-16.88
735363.5,-16.85
735364,-16.83
735364.5,-16.76
735365,-16.76
735365.5,-16.73
735366,-16.73
735366.5,-16.72
735367,-16.7
735367.5,-16.67
735368,-16.67
735368.5,-16.63
735369,-16.67
735369.5,-16.66
735370,-16.66
735370.5,-16.67
735371,-16.67
735371.5,-16.66
735372,-16.68
735372.5,-16.67
735373,-16.71
735373.5,-16.71
735374,-16.75
735374.5,-16.76
735375,-16.8
735375.5,-16.8
735376,-16.83
735376.5,-16.82
735377,-16.83
735377.5,-16.83
735378,-16.83
735378.5,-16.82
735379,-16.82
735379.5,-16.81
735380,-16.81
735380.5,-16.83
735381,-16.83
735381.5,-16.81
735382,-16.85
735382.5,-16.84
735384,-16.93
735384.5,-16.93
735385,-17
735385.5,-17.02
735386,-17.05
735386.5,-17.09
735387,-17.11
735387.5,-17.12
735388,-17.13
735388.2917,-17.13
735388.3333,-17.13
735388.375,-17.13
735388.4167,-17.12
735388.4583,-17.12
735388.5,-17.12
735388.5417,-17.12
735388.625,-17.13
735388.6667,-17.14
735388.7083,-17.14
735388.75,-17.14
735388.7917,-17.14
735388.8333,-17.14
735388.875,-17.14
735388.9167,-17.14
735388.9583,-17.13
735389,-17.13
735389.0417,-17.13
735389.0833,-17.13
735389.125,-17.12
735389.1667,-17.12
735389.2083,-17.12
735389.25,-17.12
735389.2917,-17.11
735389.3333,-17.1
735389.375,-17.1
735389.4167,-17.1
735389.4583,-17.08
735396,-17.25
735396.5,-17.25
735397,-17.25
735397.5,-17.25
735398,-17.29
735398.5,-17.27
735399,-17.33
735399.5,-17.31
735400,-17.38
735400.5,-17.37
735401,-17.39
735401.5,-17.37
735402,-17.37
735402.5,-17.37
735403,-17.37
735403.5,-17.36
735404,-17.37
735404.5,-17.37
735405,-17.39
735405.5,-17.39
735406,-17.43
735406.5,-17.43
735407,-17.48
735407.5,-17.48
735408,-17.51
735408.5,-17.51
735409,-17.54
735409.5,-17.55
735410,-17.59
735410.5,-17.62
735411,-17.72
735411.5,-17.71
735412,-17.71
735412.5,-17.69
735413,-17.7
735413.5,-17.69
735414,-17.69
735414.5,-17.7
735415,-17.7
735415.5,-17.7
735416,-17.73
735416.5,-17.72
735417,-17.73
735417.5,-17.73
735418,-17.76
735418.5,-17.77
735419,-17.8
735419.5,-17.8
735420,-17.85
735420.5,-17.88
735421,-17.98
735421.5,-17.98
735422,-18.06
735422.5,-18.05
735423,-18.05
735423.5,-18.07
735424,-18.08
735424.5,-18.09
735425,-18.12
735425.5,-18.12
735426,-18.13
735426.5,-18.13
735427,-18.14
735427.5,-18.13
735428,-18.16
735428.5,-18.16
735429,-18.21
735429.5,-18.21
735430,-18.29
735430.5,-18.29
735431,-18.36
735431.5,-18.36
735432,-18.46
735432.5,-18.46
735433,-18.48
735433.5,-18.48
735434,-18.51
735434.5,-18.52
735435,-18.52
735435.5,-18.53
735436,-18.56
735436.5,-18.54
735437,-18.57
735437.5,-18.55
735438,-18.58
735438.5,-18.57
735439,-18.6
735439.5,-18.6
735440,-18.6
735440.5,-18.59
735441,-18.61
735441.5,-18.6
735442,-18.61
735442.5,-18.6
735443,-18.63
735443.5,-18.63
735444,-18.64
735444.5,-18.64
735445,-18.66
735445.5,-18.67
735446,-18.68
735446.5,-18.65
735447,-18.67
735447.5,-18.59
735448,-18.6
735448.5,-18.6
735449,-18.61
735449.5,-18.61
735450,-18.62
735450.5,-18.61
735451,-18.62
735451.5,-18.58
735452,-18.61
735452.5,-18.58
735453,-18.59
735453.5,-18.59
735454,-18.6
735454.5,-18.6
735455,-18.61
735455.5,-18.61
735456,-18.62
735456.5,-18.62
735457,-18.64
735457.5,-18.61
735458,-18.62
735458.5,-18.62
735459,-18.64
735459.5,-18.62
735460,-18.62
735460.5,-18.63
735461,-18.63
735461.5,-18.62
735462,-18.62
735462.5,-18.61
735463,-18.62
735463.5,-18.6
735464,-18.61
735464.5,-18.59
735465,-18.6
735465.5,-18.59
735466,-18.62
735466.5,-18.61
735467,-18.64
735468,-18.66
735475.5833,-18.47
735475.625,-18.48
735475.7083,-18.48
735475.75,-18.48
735475.7917,-18.48
735475.8333,-18.48
735475.875,-18.48
735475.9167,-18.48
735475.9583,-18.48
735476,-18.48
735476.0417,-18.48
735476.0833,-18.48
735476.125,-18.48
735476.1667,-18.48
735476.2083,-18.48
735476.25,-18.48
735476.2917,-18.48
735476.3333,-18.48
735476.375,-18.47
735476.4167,-18.47
735476.4583,-18.48
735476.5,-18.47
735476.5417,-18.45
735476.5833,-18.47
735476.625,-18.48
735476.6667,-18.48
735476.7083,-18.48
735476.75,-18.48
735476.7917,-18.48
735476.8333,-18.48
735476.875,-18.48
735476.9167,-18.48
735476.9583,-18.48
735477,-18.48
735477.0417,-18.48
735477.0833,-18.48
735477.125,-18.48
735477.1667,-18.49
735477.2083,-18.49
735477.25,-18.48
735477.5,-18.47
735478,-18.49
735478.5,-18.46
735479,-18.5
735479.5,-18.47
735480,-18.48
735480.5,-18.46
735481,-18.46
735481.5,-18.45
735482,-18.46
735482.5,-18.45
735483,-18.46
735483.5,-18.43
735484,-18.43
735484.5,-18.43
735485,-18.43
735485.5,-18.41
735486,-18.41
735486.5,-18.39
735487,-18.4
735487.5,-18.39
735488,-18.4
735488.5,-18.39
735489,-18.41
735489.5,-18.39
735490,-18.41
735490.5,-18.39
735491,-18.39
735491.5,-18.37
735492,-18.37
735492.5,-18.34
735493,-18.34
735493.5,-18.31
735494,-18.31
735494.5,-18.29
735495,-18.3
735495.5,-18.26
735496,-18.29
735496.5,-18.26
735497,-18.26
735497.5,-18.24
735498,-18.27
735498.5,-18.25
735499,-18.25
735499.5,-18.25
735500,-18.24
735500.5,-18.21
735501,-18.21
735501.5,-18.17
735502,-18.18
735502.5,-18.15
735503,-18.15
735503.5,-18.13
735504,-18.13
735504.5,-18.1
735505,-18.12
735505.5,-18.09
735506,-18.11
735506.5,-18.08
735507,-18.09
735508,-18.07
735508.5,-18.07
735509,-18.09
735509.5,-18.06
735510,-18.09
735510.5,-18.07
