'LTU016PIAPE910',2003-01-08-00:00:00'
733583.4583,4.33
733583.5,4.33
733583.5417,4.35
733583.5833,4.35
733583.625,4.35
733583.6667,4.36
733583.7083,4.35
733583.75,4.36
733583.7917,4.37
733583.8333,4.36
733583.875,4.36
733583.9167,4.37
733583.9583,4.35
733584,4.35
733584.0417,4.33
733584.0833,4.33
733584.125,4.36
733584.1667,4.33
733584.2083,4.36
733584.25,4.35
733584.2917,4.35
733584.3333,4.33
733584.375,4.35
733584.4167,4.33
733584.4583,4.35
733584.5,4.36
733584.5417,4.36
733584.5833,4.37
733584.625,4.37
733584.6667,4.38
733584.7083,4.38
733584.75,4.38
733584.7917,4.38
733584.8333,4.38
733584.875,4.38
733584.9167,4.38
733584.9583,4.37
733585,4.37
733585.0417,4.37
733585.0833,4.38
733585.125,4.37
733585.1667,4.38
733585.2083,4.38
733585.25,4.37
733585.2917,4.37
733585.3333,4.37
733585.375,4.37
733585.4167,4.37
733585.4583,4.38
733585.5,4.37
733585.5417,4.37
733585.5833,4.37
733585.625,4.37
733585.6667,4.38
733585.7083,4.38
733585.75,4.38
733585.7917,4.38
733585.8333,4.4
733585.875,4.38
733585.9167,4.38
733585.9583,4.38
733586,4.38
733586.0417,4.38
733586.0833,4.37
733586.125,4.38
733586.1667,4.38
733586.2083,4.38
733586.25,4.37
733586.2917,4.38
733586.3333,4.37
733586.375,4.38
733586.4167,4.37
733586.4583,4.38
733586.5,4.38
733586.5417,4.4
733586.5833,4.4
733586.625,4.4
733586.6667,4.42
733586.7083,4.43
733586.75,4.42
733586.7917,4.41
733586.8333,4.42
733586.875,4.42
733586.9167,4.42
733586.9583,4.42
733587,4.41
733587.0417,4.42
733587.0833,4.41
733587.125,4.41
733587.1667,4.41
733587.2083,4.41
733587.25,4.4
733587.2917,4.4
733587.3333,4.41
733587.375,4.41
733587.4167,4.38
733587.4583,4.4
733587.5,4.41
733587.5417,4.43
733587.5833,4.43
733587.625,4.42
733587.6667,4.45
733587.7083,4.45
733587.75,4.43
733587.7917,4.42
733587.8333,4.42
733587.875,4.42
733587.9167,4.43
733587.9583,4.43
733588,4.42
733588.0417,4.43
733588.0833,4.43
733588.125,4.42
733588.1667,4.43
733588.2083,4.45
733588.25,4.42
733588.2917,4.43
733588.3333,4.43
733588.375,4.43
733588.4167,4.42
733588.4583,4.42
733588.5,4.43
733588.5417,4.43
733588.5833,4.42
733588.625,4.42
733588.6667,4.43
733588.7083,4.45
733588.75,4.43
733588.7917,4.45
733588.8333,4.45
733588.875,4.42
733588.9167,4.45
733588.9583,4.43
733589,4.42
733589.0417,4.45
733589.0833,4.43
733589.125,4.45
733589.1667,4.45
733589.2083,4.43
733589.25,4.43
733589.2917,4.43
733589.3333,4.43
733589.375,4.43
733589.4167,4.42
733589.4583,4.43
733589.5,4.45
733589.5417,4.45
733589.5833,4.47
733589.625,4.47
733589.6667,4.47
733589.7083,4.47
733589.75,4.48
733589.7917,4.48
733589.8333,4.47
733589.875,4.47
733589.9167,4.48
733589.9583,4.47
733590,4.48
733590.0417,4.48
733590.0833,4.47
733590.125,4.46
733590.1667,4.47
733590.2083,4.47
733590.25,4.46
733590.2917,4.45
733590.3333,4.43
733590.375,4.47
733590.4167,4.43
733590.4583,4.46
733590.5,4.47
733590.5417,4.48
733590.5833,4.5
733590.625,4.5
733590.6667,4.51
733590.7083,4.51
733590.75,4.51
733590.7917,4.51
733590.8333,4.51
733590.875,4.51
733590.9167,4.52
733590.9583,4.51
733591,4.52
733591.0417,4.51
733591.0833,4.51
733591.125,4.5
733591.1667,4.5
733591.2083,4.5
733591.25,4.5
733591.2917,4.48
733591.375,4.5
733591.4167,4.48
733591.4583,4.5
733591.5,4.51
733591.5417,4.52
733591.5833,4.52
733591.625,4.53
733591.6667,4.53
733591.7083,4.55
733591.75,4.55
733591.7917,4.55
733591.8333,4.55
733591.875,4.56
733591.9167,4.56
733591.9583,4.56
733592,4.55
733592.0417,4.56
733592.0833,4.55
733592.125,4.55
733592.1667,4.56
733592.2083,4.55
733592.25,4.53
733592.2917,4.53
733592.3333,4.53
733592.375,4.52
733592.4167,4.52
733592.4583,4.53
733592.5,4.53
733592.5417,4.52
733592.5833,4.52
733592.625,4.52
733592.6667,4.52
733592.7083,4.52
733592.75,4.52
733592.7917,4.52
733592.8333,4.52
733592.875,4.52
733592.9167,4.52
733592.9583,4.51
733593,4.5
733593.0417,4.51
733593.0833,4.51
733593.125,4.51
733593.1667,4.5
733593.2083,4.5
733593.25,4.5
733593.2917,4.47
733593.3333,4.47
733593.375,4.5
733593.4167,4.46
733593.4583,4.47
733593.5,4.5
733594,4.51
733594.5,4.5
733595,4.53
733595.5,4.55
733596,4.58
733596.5,4.6
733597,4.61
733597.5,4.6
733598,4.62
733598.5,4.62
733599,4.65
733599.5,4.65
733600,4.66
733600.5,4.65
733601,4.67
733601.5,4.65
733602,4.7
733602.5,4.67
733603,4.67
733603.5,4.65
733605,4.67
733605.5,4.66
733606,4.68
733606.5,4.68
733607,4.71
733607.5,4.68
733608,4.71
733608.5,4.68
733609,4.68
733609.5,4.68
733610,4.71
733610.5,4.7
733611,4.73
733611.5,4.71
733612,4.7
733612.5,4.68
733613,4.66
733613.5,4.66
733614,4.65
733614.5,4.63
733615,4.66
733615.5,4.65
733616,4.66
733616.5,4.66
733617,4.67
733617.5,4.67
733617.5417,4.68
733618.0417,4.66
733619.0417,4.7
733619.5,4.67
733620.0417,4.71
733621.0417,4.68
733621.5,4.68
733622.0417,4.7
733622.5,4.7
733623.0417,4.72
733623.5,4.72
733624.0417,4.7
733626.0417,4.7
733626.5,4.71
733627.5,4.67
733628.5,4.65
733629.5,4.6
733630.0417,4.62
733630.5,4.61
733631.0417,4.63
733631.5,4.62
733632.5,4.61
733633.5,4.61
733634.5,4.58
733635.5,4.6
733635.5833,4.62
733636.5,4.62
733637,4.63
733637.5,4.62
733638,4.63
733638.5,4.63
733639,4.62
733639.5,4.61
733640,4.58
733641,4.58
733641.5,4.56
733642,4.57
733642.5,4.58
733643,4.6
733643.5,4.61
733644,4.62
733644.5,4.63
733645,4.63
733645.5,4.63
733654,4.58
733654.5,4.6
733655,4.62
733655.5,4.62
733656,4.61
733656.5,4.58
733657,4.6
733657.5,4.57
733658,4.56
733658.5,4.55
733659,4.52
733659.5,4.51
733660,4.51
733660.5,4.48
733661,4.46
733661.5,4.45
733662,4.42
733662.5,4.37
733663,4.4
733663.5,4.4
733664,4.38
733664.5,4.37
733665,4.37
733665.5,4.36
733666,4.37
733666.5,4.35
733667,4.31
733667.5,4.3
733668,4.28
733668.5,4.26
733669,4.23
733669.5,4.21
733670,4.18
733670.5,4.16
733671,4.15
733671.5,4.15
733672,4.13
733672.5,4.11
733673,4.1
733673.5,4.07
733674,4.05
733674.5,4.03
733675,4.05
733675.5,4.06
733676,4.06
733676.5,4.07
733677,4.08
733677.5,4.1
733678,4.1
733678.5,4.11
733679,4.11
733679.5,4.13
733680,4.07
733680.5,4.1
733681,4.08
733681.5,4.08
733682,4.07
733682.5,4.06
733683,4.05
733683.5,4.02
733684,3.99
733684.5,3.99
733685,3.94
733685.5,3.91
733686,3.89
733686.5,3.88
733687,3.87
733687.5,3.83
733688,3.83
733688.5,3.82
733689,3.83
733689.5,3.82
733690,3.82
733690.5,3.82
733691,3.79
733691.5,3.79
733692,3.78
733692.5,3.77
733693,3.76
733693.5,3.73
733694,3.73
733694.5,3.74
733695,3.73
733695.5,3.73
733696,3.71
733696.5,3.69
733697,3.68
733697.5,3.68
733698,3.66
733698.5,3.64
733699,3.61
733699.5,3.58
733700,3.57
733700.5,3.57
733701,3.56
733701.5,3.54
733702,3.53
733702.5,3.5
733703,3.49
733703.5,3.44
733704,3.4
733704.5,3.39
733705,3.38
733705.5,3.37
733706.0417,3.37
733706.5,3.37
733707,3.38
733707.5,3.38
733708.0417,3.38
733708.5,3.38
733709,3.38
733709.5,3.37
733710,3.34
733710.5,3.32
733711,3.29
733711.5,3.27
733712,3.23
733712.5,3.23
733713,3.21
733713.5,3.19
733714,3.16
733714.5,3.14
733715,3.13
733715.5,3.11
733716,3.11
733716.5,3.11
733717,3.13
733717.5,3.14
733718,3.15
733718.5,3.15
733719,3.15
733719.5,3.16
733720,3.15
733720.5,3.16
733721,3.15
733721.375,3.15
733721.5,3.16
733722.0417,3.14
733722.5,3.13
733723.0417,3.1
733723.5,3.1
733724.0417,3.05
733724.5,3.04
733725.0417,3.01
733725.5,3
733726.0417,2.99
733726.5,3
733727.0417,3
733727.5,3.03
733728.0417,3.04
733728.5,3.04
733729.0417,3.01
733729.5,2.99
733730,2.96
733730.5,2.94
733731,2.89
733731.5,2.86
733732,2.85
733732.5,2.84
733733,2.8
733733.5,2.77
733734,2.75
733734.5,2.72
733735,2.71
733735.5,2.68
733736,2.67
733736.5,2.65
733737,2.61
733737.5,2.61
733738,2.61
733738.5,2.6
733739,2.6
733739.5,2.61
733740,2.6
733740.5,2.6
733741,2.58
733741.5,2.57
733742,2.56
733742.5,2.56
733743,2.55
733743.5,2.53
733744,2.53
733744.5,2.53
733745,2.53
733745.5,2.52
733746,2.52
733746.5,2.52
733747,2.48
733747.5,2.47
733748,2.44
733748.5,2.42
733749,2.41
733749.5,2.39
733750,2.36
733750.5,2.34
733751.0417,2.3
733751.5,2.29
733752.0417,2.28
733752.5,2.27
733753.0417,2.27
733753.5,2.25
733754.0417,2.25
733754.5,2.24
733755.0417,2.23
733755.5,2.24
733756.0417,2.23
733756.5,2.22
733757.0417,2.2
733757.5,2.22
733758,2.23
733758.5,2.23
733759,2.2
733759.5,2.19
733760,2.19
733760.5,2.18
733761,2.16
733761.5,2.14
733762,2.1
733762.5,2.09
733763,2.05
733763.5,2.02
733764,2.01
733764.5,2
733765,1.99
733765.5,1.98
733766,1.97
733766.5,1.97
733767,1.97
733767.5,2
733768,2.01
733768.5,2.01
733769,2
733769.5,1.98
733770,2
733770.5,2.04
733771,2.06
733771.5,2.06
733772,2.09
733772.5,2.09
733773,2.07
733773.5,2.07
733774,2.07
733774.5,2.05
733775,2.02
733775.5,2.01
733776,2
733776.5,2
733777,1.97
733777.5,1.97
733778,1.97
733778.5,1.97
733779,1.98
733779.5,1.98
733780,1.97
733780.5,1.96
733781,1.94
733781.5,1.96
733782,1.96
733782.5,1.96
733783,1.96
733783.5,1.96
733784,1.96
733784.5,1.97
733785,1.96
733785.5,1.94
733786,1.96
733786.5,1.97
733787,2
733787.5,1.98
733788,1.96
733788.5,1.98
733789,1.97
733789.5,1.97
733790,1.94
733790.5,1.89
733791,1.94
733791.5,1.9
733792,1.93
733792.5,1.92
733794.5,1.93
733795,1.96
733795.5,1.97
733796,1.96
733796.5,1.99
733797,1.96
733797.5,1.96
733798,1.98
733798.5,1.99
733799,1.99
733799.5,1.99
733800,1.97
733800.5,1.95
733801,1.97
733801.5,1.94
733802.5,1.95
733803,1.97
733803.5,1.97
733804,2.01
733804.5,2.01
733805,2.02
733805.5,2.02
733806,2.02
733806.5,2.03
733807,2.04
733807.5,2.06
733808,2.04
733808.5,2.04
733809,2.03
733809.5,2.03
733809.7083,2.03
733810,2.02
733810.5,2.02
733811,2.02
733811.5,2.02
733812,2.04
733812.5,2.06
733813,2.06
733813.5,2.06
733814,2.04
733814.5,2.04
733815,2.06
733815.5,2.07
733816,2.1
733816.5,2.13
733817,2.13
733817.5,2.13
733818,2.13
733818.5,2.13
733819,2.15
733819.5,2.15
733820,2.16
733820.5,2.17
733821,2.19
733821.5,2.17
733822,2.2
733822.5,2.19
733823,2.2
733823.5,2.21
733824,2.24
733824.5,2.25
733825,2.27
733825.5,2.3
733826,2.3
733826.5,2.32
733827,2.32
733827.5,2.34
733828,2.32
733828.5,2.34
733829,2.34
733829.5,2.34
733830,2.34
733830.5,2.33
733831,2.34
733831.5,2.35
733832,2.36
733832.5,2.36
733833,2.38
733833.5,2.36
733834,2.36
733834.5,2.34
733835,2.34
733835.5,2.33
733836,2.33
733836.5,2.3
733837,2.3
733837.5,2.27
733838,2.27
733838.5,2.29
733839,2.29
733839.5,2.31
733840,2.34
733841,2.38
733841.5,2.39
733842,2.39
733842.5,2.39
733843,2.4
733843.5,2.4
733844,2.41
733844.5,2.41
733845,2.39
733845.5,2.38
733846,2.36
733846.5,2.36
733847,2.4
733847.5,2.4
733848,2.41
733848.5,2.4
733849,2.4
733849.5,2.39
733850,2.43
733850.5,2.44
733851,2.47
733851.5,2.49
733852,2.49
733852.5,2.48
733852.625,2.48
733853,2.47
733853.5,2.45
733854,2.47
733854.5,2.48
733855,2.47
733855.5,2.45
733856,2.46
733856.5,2.46
733857,2.44
733857.5,2.42
733858,2.46
733858.5,2.46
733859,2.48
733859.5,2.51
733860,2.53
733860.5,2.56
733861,2.58
733861.5,2.59
733862,2.61
733862.5,2.63
733863,2.63
733863.5,2.63
733864,2.66
733864.5,2.67
733865,2.67
733865.5,2.7
733866,2.71
733866.5,2.73
733867,2.75
733867.5,2.75
733868,2.76
733868.5,2.76
733869,2.76
733869.5,2.76
733870,2.78
733870.5,2.77
733871,2.78
733871.5,2.76
733872,2.77
733872.5,2.75
733873,2.75
733873.5,2.73
733874,2.75
733874.5,2.73
733875,2.73
733875.5,2.75
733876,2.73
733876.5,2.77
733877,2.8
733877.5,2.82
733878,2.82
733878.5,2.82
733879,2.85
733879.5,2.86
733880,2.87
733880.5,2.9
733881,2.94
733881.5,2.96
733882,2.95
733882.5,2.97
733883,2.99
733883.5,3
733884,3.02
733884.5,3.04
733885,3.04
733885.5,3.04
733886,3.06
733886.5,3.07
733887,3.07
733887.5,3.11
733888,3.14
733888.5,3.21
733889,3.29
733889.5,3.28
733890,3.29
733890.5,3.3
733891,3.37
733891.5,3.39
733892,3.39
733892.5,3.36
733893,3.39
733893.5,3.38
733894,3.43
733894.5,3.45
733895,3.45
733895.5,3.48
733896,3.47
733896.5,3.48
733897,3.5
733897.5,3.53
733898,3.52
733898.5,3.54
733899,3.55
733899.5,3.52
733900,3.57
733900.5,3.55
733901,3.53
733901.5,3.53
733902,3.52
733902.5,3.55
733903,3.57
733903.5,3.53
733904,3.52
733904.5,3.53
733905,3.58
733905.5,3.6
733906,3.65
733906.5,3.68
733907,3.72
733907.5,3.76
733908,3.74
733908.5,3.76
733909,3.77
733909.5,3.77
733910,3.78
733910.5,3.79
733911,3.78
733911.5,3.79
733912,3.77
733912.5,3.78
733913,3.77
733913.5,3.74
733914,3.73
733914.5,3.76
733915,3.83
733915.5,3.84
733916,3.86
733916.5,3.86
733917,3.89
733917.5,3.88
733918,3.93
733918.5,3.89
733919,3.88
733919.5,3.88
733920,3.91
733920.5,3.89
733921,3.89
733921.5,3.92
733922,3.93
733922.5,3.94
733923,3.97
733923.5,3.96
733924,3.93
733924.5,3.96
733925,3.94
733925.5,3.99
733926,4.01
733926.5,4.01
733927,4.02
733927.5,4.07
733928,4.07
733928.5,4.09
733929,4.09
733929.5,4.12
733930,4.14
733930.5,4.16
733931,4.18
733931.5,4.18
733932,4.18
733932.5,4.18
733933,4.21
733933.5,4.17
733934,4.17
733934.5,4.17
733935,4.18
733935.5,4.2
733936,4.21
733936.5,4.22
733937,4.25
733937.5,4.25
733938,4.27
733938.5,4.3
733939,4.32
733939.5,4.36
733940,4.37
733940.5,4.4
733941,4.42
733941.5,4.46
733942,4.48
733942.5,4.52
733943,4.52
733943.5,4.53
733944,4.55
733944.5,4.57
733945,4.6
733945.5,4.6
733946,4.61
733946.5,4.62
733947,4.65
733947.5,4.66
733948,4.7
733948.5,4.73
733949,4.75
733949.5,4.77
733950,4.75
733950.5,4.75
733951,4.75
733951.5,4.73
733952,4.73
733952.5,4.72
733953,4.72
733953.5,4.72
733954,4.7
733954.5,4.7
733955,4.66
733955.5,4.65
733956,4.63
733956.5,4.62
733957,4.62
733957.5,4.61
733958,4.61
733958.5,4.58
733959,4.57
733960,4.57
733960.5,4.56
733961,4.55
733961.5,4.68
733962,4.66
733962.5,4.65
733963,4.63
733963.5,4.62
733964,4.63
733964.5,4.66
733965,4.66
733965.5,4.66
733966,4.63
733966.5,4.62
733967,4.6
733967.5,4.6
733968,4.58
733968.5,4.57
733969,4.56
733969.5,4.56
733970,4.57
733970.5,4.56
733971,4.55
733971.5,4.57
733972,4.55
733972.5,4.53
733972.75,4.55
733973,4.53
733973.5,4.53
733974,4.53
733974.5,4.52
733975,4.53
733975.5,4.55
733976,4.82
733976.5,4.82
733977,4.82
733977.5,4.84
733978,4.86
733978.5,4.86
733979,4.85
733979.5,4.87
733980,4.89
733980.5,4.87
733981,4.86
733981.5,4.86
733982,4.86
733982.5,4.87
733983,4.9
733983.5,4.92
733984,4.91
733984.5,4.92
733985,4.94
733985.5,4.95
733986,4.96
733986.5,4.96
733987,4.97
733987.5,4.97
733988,4.95
733988.5,4.94
733989,4.95
733989.5,4.95
733990,4.95
733990.5,4.96
733991,4.96
733991.5,4.94
733992,4.92
733992.5,4.9
733993,4.87
733993.5,4.87
733994,4.89
733994.5,4.9
733995,4.9
733995.5,4.9
733996,4.91
733996.5,4.92
733998,4.92
733998.5,4.94
733999.5,4.99
734000,4.99
734000.5,5.01
734001,5.03
734001.5,5.04
734002,5.04
734002.5,5.06
734003,5.06
734026,4.46
734026.5,4.65
734027,4.65
734027.5,4.65
734028,4.63
734028.5,4.65
734029,4.65
734029.5,4.64
734030,4.62
734030.5,4.62
734031,4.61
734031.5,4.6
734032,4.59
734032.5,4.56
734033,4.56
734033.5,4.55
734034,4.54
734034.5,4.5
734035,4.49
734035.5,4.46
734036,4.45
734036.5,4.44
734037,4.45
734037.5,4.46
734038,4.46
734038.5,4.45
734039,4.44
734039.5,4.45
734040,4.45
734040.5,4.44
734041,4.43
734041.5,4.4
734042,4.4
734042.5,4.38
734043,4.38
734043.5,4.36
734044,4.35
734044.5,4.34
734045,4.34
734045.5,4.33
734046,4.32
734046.5,4.3
734047,4.28
734047.5,4.26
734048,4.23
734048.5,4.22
734049,4.2
734049.5,4.18
734050,4.17
734050.5,4.17
734051,4.16
734051.5,4.16
734052,4.14
734052.5,4.08
734053,4.07
734053.5,4.03
734054,4.01
734054.5,3.98
734055,3.97
734055.5,3.96
734056,3.92
734056.5,3.89
734057,3.87
734057.5,3.84
734058,3.83
734058.5,3.8
734059,3.78
734059.5,3.74
734060,3.74
734060.5,3.75
734061,3.71
734061.5,3.7
734062,3.67
734062.5,3.63
734063,3.62
734063.5,3.59
734064,3.58
734064.5,3.56
734065,3.54
734065.5,3.52
734066,3.52
734066.5,3.52
734067,3.52
734067.5,3.49
734068,3.48
734068.5,3.44
734069,3.55
734069.5,3.51
734070,3.49
734070.5,3.47
734071,3.45
734071.5,3.46
734072,3.44
734072.5,3.43
734073,3.44
734073.5,3.42
734074,3.41
734074.5,3.39
734075,3.39
734075.5,3.38
734076,3.38
734076.5,3.38
734077,3.39
734077.5,3.41
734078,3.39
734078.5,3.38
734079,3.37
734079.5,3.35
734080,3.32
734080.5,3.3
734081,3.27
734081.5,3.24
734082,3.21
734082.5,3.19
734083,3.16
734083.5,3.14
734084,3.12
734084.5,3.09
734085,3.08
734085.5,3.09
734086,3.09
734086.5,3.08
734087,3.1
734087.5,3.1
734088,3.14
734088.5,3.11
734089,3.1
734089.5,3.06
734090,3.06
734090.5,3.03
734091,3.02
734091.5,3
734092,3.01
734092.5,3.03
734093,3.03
734093.5,3.02
734094,3.02
734094.5,3
734095,3
734095.5,2.97
734096,2.96
734096.5,2.93
734097,2.92
734097.5,2.9
734098,2.9
734098.5,2.9
734099,2.88
734099.5,2.89
734100,2.87
734100.5,2.86
734101,2.85
734101.5,2.82
734102,2.82
734102.5,2.81
734103,2.82
734103.5,2.82
734104,2.84
734104.5,2.84
734105,2.84
734105.5,2.83
734106,2.83
734106.5,2.82
734107,2.79
734107.5,2.77
734108,2.73
734108.5,2.72
734109,2.71
734109.5,2.68
734110,2.68
734110.5,2.68
734111,2.68
734111.5,2.68
734112,2.67
734112.5,2.66
734113,2.64
734113.5,2.63
734114.5,2.58
734115,2.56
734115.5,2.53
734116,2.51
734116.5,2.46
734117,2.48
734117.5,2.48
734118,2.47
734118.5,2.45
734121.5833,2.38
734121.625,2.38
734121.6667,2.38
734121.7083,2.38
734121.75,2.38
734121.7917,2.38
734121.8333,2.38
734121.875,2.37
734121.9167,2.38
734121.9583,2.38
734122,2.38
734122.0417,2.38
734122.0833,2.38
734122.125,2.39
734122.1667,2.39
734122.2083,2.38
734122.25,2.38
734122.2917,2.38
734122.3333,2.39
734122.375,2.38
734122.4167,2.38
734122.4583,2.38
734122.5,2.44
734122.5417,2.43
734122.5833,2.37
734122.6667,2.39
734122.7083,2.38
734122.75,2.38
734122.7917,2.38
734122.8333,2.38
734122.875,2.38
734122.9167,2.37
734122.9583,2.37
734123,2.38
734123.0417,2.37
734123.0833,2.37
734123.125,2.37
734123.1667,2.36
734123.2083,2.36
734123.25,2.36
734123.2917,2.34
734123.3333,2.33
734123.375,2.33
734123.4167,2.33
734123.4583,2.32
734123.5,2.32
734123.5417,2.33
734123.5833,2.33
734123.625,2.33
734123.6667,2.32
734123.7083,2.32
734123.75,2.31
734123.7917,2.31
734123.8333,2.3
734123.875,2.3
734123.9167,2.3
734123.9583,2.28
734124,2.28
734124.0417,2.28
734124.0833,2.28
734124.125,2.28
734124.1667,2.27
734124.2083,2.27
734124.25,2.26
734124.2917,2.26
734124.3333,2.25
734124.375,2.25
734124.4167,2.25
734124.4583,2.25
734124.5,2.25
734124.5417,2.25
734124.5833,2.25
734124.625,2.25
734124.6667,2.25
734124.7083,2.25
734124.75,2.23
734124.7917,2.25
734124.8333,2.23
734124.875,2.24
734124.9167,2.24
734124.9583,2.24
734125,2.22
734125.0417,2.22
734125.0833,2.22
734125.125,2.22
734125.1667,2.22
734125.2083,2.21
734125.25,2.21
734125.2917,2.2
734125.3333,2.19
734125.375,2.19
734125.4167,2.19
734125.4583,2.17
734125.5,2.19
734125.5417,2.19
734125.5833,2.19
734125.625,2.2
734125.6667,2.2
734125.7083,2.18
734125.75,2.18
734125.7917,2.19
734125.8333,2.17
734125.875,2.17
734125.9167,2.17
734125.9583,2.16
734126,2.16
734126.0417,2.15
734126.0833,2.15
734126.125,2.15
734126.1667,2.14
734126.2083,2.14
734126.25,2.14
734126.2917,2.13
734126.3333,2.13
734126.375,2.11
734126.4167,2.1
734126.4583,2.11
734126.5,2.11
734126.5417,2.11
734127,2.1
734127.5,2.09
734128,2.1
734128.5,2.09
734128.875,2.09
734128.9167,2.09
734128.9583,2.09
734129,2.08
734129.0417,2.08
734129.0833,2.08
734129.125,2.08
734129.1667,2.09
734129.2083,2.08
734129.25,2.08
734129.2917,2.08
734129.3333,2.08
734129.375,2.08
734129.4167,2.08
734129.4583,2.07
734129.5,2.07
734129.5417,2.08
734129.5833,2.07
734129.625,2.08
734129.6667,2.08
734129.7083,2.08
734129.75,2.07
734129.7917,2.08
734129.8333,2.08
734129.875,2.08
734129.9167,2.08
734129.9583,2.08
734130,2.08
734130.0417,2.08
734130.0833,2.08
734130.125,2.08
734130.1667,2.08
734130.2083,2.08
734130.25,2.09
734130.2917,2.08
734130.3333,2.09
734130.375,2.08
734130.4167,2.08
734130.4583,2.08
734130.5,2.08
734130.5417,2.08
734130.5833,2.09
734130.625,2.09
734130.6667,2.09
734130.7083,2.09
734130.75,2.11
734130.7917,2.11
734130.8333,2.11
734130.875,2.11
734130.9167,2.12
734130.9583,2.11
734131,2.12
734131.0417,2.12
734131.0833,2.12
734131.125,2.12
734131.1667,2.13
734131.2083,2.13
734131.25,2.13
734131.2917,2.14
734131.3333,2.13
734131.375,2.14
734131.4167,2.13
734131.4583,2.13
734131.5,2.13
734131.5417,2.14
734131.5833,2.14
734131.625,2.15
734131.6667,2.15
734131.7083,2.14
734131.75,2.16
734131.7917,2.16
734131.8333,2.17
734131.875,2.15
734131.9167,2.17
734131.9583,2.17
734132,2.17
734132.0417,2.18
734132.0833,2.17
734132.125,2.17
734132.1667,2.17
734132.2083,2.17
734132.25,2.17
734132.2917,2.17
734132.3333,2.17
734132.375,2.17
734132.4167,2.18
734132.4583,2.17
734132.5,2.18
734132.5417,2.18
734132.5833,2.18
734132.625,2.18
734132.6667,2.18
734132.7083,2.18
734132.75,2.18
734132.7917,2.19
734132.8333,2.19
734132.875,2.19
734132.9167,2.19
734132.9583,2.19
734133,2.21
734133.0417,2.19
734133.0833,2.19
734133.125,2.19
734133.1667,2.19
734133.2083,2.19
734133.25,2.19
734133.2917,2.19
734133.3333,2.19
734133.375,2.19
734133.4167,2.19
734133.4583,2.21
734133.5,2.19
734133.5417,2.19
734133.5833,2.19
734133.625,2.19
734133.6667,2.19
734133.7083,2.21
734133.75,2.21
734133.7917,2.19
734133.8333,2.21
734133.875,2.21
734133.9167,2.21
734133.9583,2.21
734134,2.22
734134.0417,2.22
734134.0833,2.22
734134.125,2.22
734134.1667,2.22
734134.2083,2.21
734134.25,2.22
734134.2917,2.22
734134.3333,2.22
734134.375,2.22
734134.4167,2.22
734134.4583,2.22
734134.5,2.23
734134.5417,2.23
734134.5833,2.23
734134.625,2.23
734134.6667,2.23
734134.7083,2.24
734134.75,2.24
734134.7917,2.23
734134.8333,2.23
734134.875,2.24
734134.9167,2.24
734134.9583,2.24
734135,2.24
734135.0417,2.24
734135.0833,2.26
734135.125,2.24
734135.1667,2.24
734135.2083,2.24
734135.25,2.24
734135.2917,2.24
734135.3333,2.24
734135.375,2.24
734135.4167,2.24
734135.4583,2.24
734135.5,2.24
734135.5417,2.26
734135.5833,2.26
734135.625,2.26
734135.6667,2.26
734135.7083,2.26
734135.75,2.26
734135.7917,2.26
734135.8333,2.24
734136,2.26
734136.5,2.21
734136.875,2.2
734136.9167,2.2
734136.9583,2.2
734137,2.2
734137.0417,2.2
734137.0833,2.18
734137.125,2.18
734137.1667,2.18
734137.2083,2.18
734137.25,2.18
734137.2917,2.17
734137.3333,2.16
734137.375,2.16
734137.4167,2.17
734137.4583,2.16
734137.5,2.17
734137.5417,2.17
734137.5833,2.16
734137.625,2.16
734137.6667,2.16
734137.7083,2.15
734137.75,2.15
734137.7917,2.15
734137.8333,2.15
734137.875,2.15
734137.9167,2.15
734137.9583,2.15
734138,2.15
734138.0417,2.13
734138.0833,2.15
734138.125,2.15
734138.1667,2.15
734138.2083,2.14
734138.25,2.13
734138.2917,2.14
734138.3333,2.14
734138.375,2.14
734138.4167,2.12
734138.4583,2.12
734138.5,2.13
734138.5417,2.13
734138.5833,2.13
734138.625,2.15
734138.6667,2.13
734138.7083,2.13
734138.75,2.13
734138.7917,2.13
734138.8333,2.13
734138.875,2.13
734138.9167,2.14
734138.9583,2.14
734139,2.15
734139.0417,2.15
734139.0833,2.15
734139.125,2.15
734139.1667,2.14
734139.2083,2.15
734139.25,2.15
734139.2917,2.15
734139.3333,2.15
734139.375,2.15
734139.4167,2.14
734139.4583,2.14
734139.5,2.15
734139.5417,2.15
734139.5833,2.16
734139.625,2.15
734139.6667,2.15
734139.7083,2.15
734139.75,2.15
734139.7917,2.15
734139.8333,2.15
734139.875,2.15
734139.9167,2.15
734139.9583,2.15
734140,2.16
734140.0417,2.15
734140.0833,2.16
734140.125,2.16
734140.1667,2.16
734140.2083,2.16
734140.25,2.16
734140.2917,2.16
734140.3333,2.16
734140.375,2.16
734140.4167,2.16
734140.4583,2.16
734140.5,2.16
734140.5417,2.16
734140.5833,2.17
734140.625,2.17
734140.6667,2.17
734140.7083,2.16
734140.75,2.17
734140.7917,2.16
734140.8333,2.17
734140.875,2.16
734140.9167,2.16
734140.9583,2.16
734141,2.16
734141.0417,2.16
734141.0833,2.17
734141.125,2.17
734141.1667,2.17
734141.2083,2.17
734141.25,2.17
734141.2917,2.19
734141.3333,2.19
734141.375,2.19
